ISBN,Popularity_Class
0440225299,tail
0446400173,tail
0446400688,tail
0446400696,tail
0395860296,tail
0446400718,tail
0312983433,tail
0061031097,tail
0060977035,tail
0446400726,tail
0448095084,tail
1879237369,tail
0446401463,tail
1568381417,tail
044651389X,tail
0446601985,tail
1565846567,tail
1558745726,tail
1558740163,tail
0805054502,tail
0340601051,tail
038514248X,tail
0425156966,tail
0740726633,tail
0804116202,tail
0804115656,tail
0804110263,tail
0804108757,tail
0380711508,tail
0802151051,tail
0787956783,tail
0380802449,tail
0393318133,tail
0740721356,tail
0871161966,tail
0739410148,tail
0394558782,tail
0394720288,tail
039472593X,tail
0394820967,tail
0395440939,tail
0609609920,tail
0553096834,tail
0486278026,tail
0804118361,tail
038057778X,tail
0451204476,tail
1582615616,tail
0553296728,tail
0345310497,tail
0345333748,tail
0385333838,tail
0380978180,tail
0345342453,tail
1586630687,tail
0345374711,tail
0345387554,tail
1582614970,tail
0891418148,tail
1564146472,tail
1563896184,tail
1563894351,tail
0375703675,tail
0380399415,tail
0380435543,tail
140130057X,tail
0965863417,tail
096138591X,tail
0452264014,tail
0446527351,tail
0451135962,tail
0740701991,tail
0878571183,tail
0878570756,tail
0812585623,tail
0811816524,tail
0806988843,tail
0804109729,tail
0749309903,tail
0747527687,tail
0743212576,tail
0679441220,tail
0878575073,tail
0671722026,tail
0671443542,tail
0670852945,tail
0670845752,tail
0670813125,tail
0553256866,tail
0553142496,tail
0525935231,tail
0517129582,tail
0878571256,tail
0425151379,tail
0393323587,tail
0142000183,tail
038097732X,tail
0375758216,tail
0374228949,tail
0345465539,tail
0345453514,tail
0345449002,tail
0345414136,tail
0312197667,tail
0312156995,tail
0071385568,tail
042514545X,tail
0066212367,tail
0060014016,tail
1881527018,tail
1562946714,tail
0395505526,tail
0943678005,tail
0920656102,tail
0399133097,tail
0894790757,tail
055347331X,tail
0020545304,tail
0020434804,tail
0553525131,tail
0373691610,tail
0373613636,tail
0373441762,tail
0373441738,tail
0802135331,tail
037344172X,tail
0373441657,tail
0373441649,tail
0373441622,tail
0373441614,tail
0373441584,tail
037344155X,tail
0373441541,tail
0804119546,tail
0373441525,tail
0373441517,tail
0373441509,tail
0373441495,tail
1860492592,tail
0373441347,tail
0373441320,tail
0373691653,tail
0373711360,tail
0373711425,tail
0373835698,tail
0375707700,tail
0425155293,tail
038518896X,tail
0380418975,tail
0425193500,tail
0440225949,tail
0380002620,tail
0373971214,tail
0373835817,tail
0515120456,tail
037371145X,tail
0553278029,tail
0373835663,tail
0553382179,tail
0553566040,tail
0373825021,tail
0718146999,tail
0786889489,tail
0373764677,tail
0373711735,tail
0061320935,tail
0373291051,tail
0373290616,tail
0373240635,tail
0373241763,tail
0373241747,tail
0373241704,tail
0373241690,tail
0373241682,tail
0373241666,tail
0373241429,tail
0373241038,tail
0373240996,tail
0373240481,tail
0373241836,tail
0373240325,tail
0373240287,tail
0373240279,tail
0688161715,tail
0810200627,tail
0934971196,tail
0967248337,tail
0373240260,tail
0373240252,tail
037324178X,tail
0373241852,tail
0373290446,tail
0373272421,tail
0373273169,tail
0062501984,tail
0192100343,tail
0373273096,tail
0373273088,tail
0684868857,tail
037327260X,tail
0373272545,tail
0373272480,tail
0373272367,tail
0373245475,tail
0373272308,tail
0373272243,tail
0373272189,tail
037327212X,tail
0373272065,tail
0373272006,tail
0373271948,tail
0373252684,tail
0373245505,tail
0285636464,tail
0385494440,tail
0140275428,tail
0553347179,tail
0590404261,tail
1582431477,tail
059033123X,tail
0553573691,tail
0156079003,tail
0553444190,tail
0393006026,tail
055344378X,tail
0394725964,tail
0553443135,tail
1569472807,tail
0553442007,tail
0553441701,tail
0573619697,tail
055344123X,tail
055327533X,tail
0553251473,tail
0553240390,tail
0552101613,tail
051757506X,tail
0590452584,tail
0671013750,tail
0517150514,tail
1890957003,tail
156751104X,tail
0679427546,tail
0679415750,tail
0671751506,tail
0671739441,tail
0671730525,tail
1585980609,tail
1885591454,tail
1886360103,tail
0671730495,tail
0451150317,tail
0345288653,tail
0671729454,tail
0425114236,tail
0449216527,tail
0671681494,tail
0671502255,tail
0671460838,tail
0671026798,tail
0449223493,tail
0517221101,tail
0673184749,tail
0393016501,tail
0425077047,tail
0873648897,tail
0898792932,tail
0440165121,tail
0440162688,tail
0425188647,tail
0425098087,tail
1559701331,tail
0425092038,tail
0425077497,tail
1568654405,tail
081603494X,tail
0425075095,tail
0425044858,tail
041591972X,tail
0399515100,tail
0399151346,tail
0399135111,tail
1568846444,tail
0394828151,tail
0394574028,tail
0440205425,tail
0440205786,tail
0515124524,tail
0451156331,tail
0515119652,tail
051511958X,tail
0515105384,tail
0451198476,tail
0451197860,tail
0451181816,tail
0451173384,tail
0451163915,tail
0679444785,tail
0679727590,tail
0440221463,tail
0451123220,tail
0451119851,tail
0449133931,tail
0446914770,tail
081202947X,tail
0446361836,tail
0446353507,tail
0446321443,tail
0440585031,tail
0373240244,tail
0373230206,tail
0373226128,tail
0786868120,tail
0140054537,tail
1400061296,tail
0446610178,tail
0446516317,tail
0671225936,tail
0440141168,tail
0806126671,tail
1573221090,tail
0786887826,tail
0743466519,tail
0345293010,tail
0743236017,tail
0688163165,tail
0684803356,tail
0671624415,tail
0553211781,tail
0452273803,tail
0451203933,tail
0451191013,tail
0440012422,tail
0345260090,tail
0345301870,tail
0393966356,tail
081257995X,tail
0553289098,tail
0142500208,tail
0142401072,tail
0451409019,tail
0142302317,tail
0142302309,tail
0142302295,tail
0060589426,tail
0060548258,tail
0812571339,tail
0345338219,tail
0812550293,tail
0618082328,tail
0670849588,tail
0812519671,tail
0812507371,tail
0812505182,tail
0563555963,tail
0553234269,tail
0425084744,tail
0843942959,tail
0385505914,tail
0765342456,tail
0821770985,tail
0964470500,tail
0931948797,tail
093194838X,tail
0786866713,tail
0931948142,tail
0828009791,tail
0821774557,tail
0821772244,tail
0884042642,tail
000673765X,tail
1402200129,tail
0020088248,tail
0804119910,tail
0792723090,tail
0743456157,tail
0020296703,tail
074324950X,tail
0671726234,tail
0670032786,tail
0553803409,tail
0756401224,tail
1551664968,tail
0380728974,tail
1566633885,tail
0380724014,tail
0380717638,tail
034546687X,tail
033034434X,tail
0312422520,tail
0142000426,tail
014036711X,tail
B00001IVC7,tail
0877957819,tail
0452152984,tail
0553382225,tail
1929374143,tail
1928998011,tail
1594141142,tail
1590887921,tail
1590580982,tail
0380979012,tail
1583143688,tail
1552042197,tail
1552041808,tail
045120915X,tail
0449217493,tail
037322611X,tail
0811730328,tail
0373191189,tail
0373190697,tail
0373190085,tail
0373169825,tail
0373169671,tail
0373099916,tail
0373099258,tail
0810980711,tail
0373096623,tail
0821217518,tail
037319191X,tail
0843105550,tail
0883961806,tail
0373096372,tail
037309597X,tail
037309535X,tail
089145229X,tail
037309471X,tail
0373089716,tail
0373088183,tail
0373191456,tail
0804109567,tail
037307865X,tail
0373218265,tail
0373226101,tail
0373226098,tail
0373225962,tail
037322592X,tail
0373224672,tail
030737002X,tail
0373224532,tail
0373223242,tail
0373221983,tail
0310212006,tail
0373191960,tail
0385059086,tail
0394890094,tail
0452262976,tail
051750572X,tail
0786801549,tail
0373196776,tail
037319675X,tail
037319238X,tail
0373192290,tail
0895776839,tail
0373077165,tail
0446603589,tail
0285632809,tail
0312253427,tail
0307988619,tail
030765656X,tail
0307128881,tail
0307127923,tail
0307020975,tail
0307020460,tail
0307001431,tail
0307001350,tail
0140548483,tail
0312952287,tail
1901289060,tail
0030002060,tail
013143344X,tail
006091565X,tail
006018664X,tail
0385299079,tail
0060186623,tail
0446314692,tail
1582348103,tail
0312926863,tail
0312970609,tail
0373076940,tail
0373030223,tail
0373076835,tail
0373076800,tail
0373076398,tail
037307638X,tail
0373076215,tail
037307610X,tail
0373073836,tail
0373058977,tail
0934081034,tail
0373029829,tail
0345244168,tail
0373028067,tail
0345452038,tail
0964090341,tail
0345353617,tail
0345341236,tail
1550379828,tail
0345332687,tail
0345321308,tail
0345295064,tail
0525451358,tail
0531056414,tail
0553051202,tail
8427207336,tail
0345432282,tail
0880889756,tail
087131763X,tail
0865433054,tail
0847465039,tail
0831500077,tail
0825439515,tail
0817008403,tail
0813117097,tail
0805465804,tail
0802434258,tail
0787105228,tail
0764500503,tail
0687438004,tail
0671864165,tail
0374189870,tail
057004460X,tail
0375502467,tail
0553382039,tail
0553146114,tail
0452265932,tail
0883681994,tail
0345376595,tail
0345369076,tail
157322989X,tail
0312143109,tail
006109028X,tail
0679459596,tail
0553053701,tail
0394541464,tail
030681188X,tail
0060169281,tail
1577780205,tail
1577480775,tail
1561794708,tail
0316834033,tail
1558743790,tail
1556617143,tail
1555235417,tail
0964149605,tail
0940462273,tail
0938503022,tail
0312977417,tail
0912444304,tail
0884193748,tail
0385496362,tail
0385505140,tail
0345404327,tail
0451203089,tail
0743217772,tail
044922421X,tail
0451195035,tail
0451197917,tail
0684830507,tail
0679445102,tail
0670847879,tail
0486280551,tail
0451188918,tail
0395051207,tail
0764121650,tail
0385416652,tail
0345272579,tail
2894330197,tail
1855323540,tail
1840651725,tail
0451523733,tail
0960805494,tail
0553381393,tail
0930395115,tail
0761518045,tail
0871136295,tail
0312974973,tail
0425177866,tail
0130400327,tail
0070246440,tail
0060173076,tail
0786887060,tail
0778320618,tail
1566195268,tail
0688160999,tail
0399129650,tail
0618446702,tail
0553582801,tail
0931674085,tail
0449908585,tail
0425178161,tail
0156005492,tail
0440184053,tail
0440211492,tail
0140441034,tail
0140383514,tail
0140085300,tail
1566194024,tail
0312241100,tail
0312857322,tail
0345315588,tail
8403599072,tail
8408034618,tail
840802910X,tail
8408026917,tail
8408024493,tail
8408024485,tail
8408019899,tail
8408016059,tail
840801420X,tail
8408012312,tail
8403597282,tail
8420430811,tail
0451456890,tail
0515129968,tail
0515130435,tail
8403597150,tail
8401499712,tail
8401499593,tail
0515132284,tail
8401499569,tail
8401499542,tail
8408040677,tail
8420466557,tail
8401495229,tail
8427201362,tail
0451177401,tail
8427207212,tail
8427202970,tail
8427202733,tail
0451200942,tail
8427201648,tail
0451202767,tail
842720163X,tail
8427201621,tail
8426449476,tail
8420633356,tail
0451408667,tail
8425334152,tail
8425333857,tail
8423334473,tail
8423309754,tail
842078270X,tail
8420633380,tail
8420633372,tail
8420633364,tail
0515134023,tail
8401495210,tail
0061057444,tail
0385316860,tail
0451180739,tail
0449002942,tail
0446365777,tail
0441703534,tail
0812562674,tail
0441007163,tail
0812575334,tail
0425177459,tail
0399146601,tail
0380796171,tail
0812500067,tail
082177350X,tail
0380718766,tail
0375411682,tail
1401039081,tail
0345351738,tail
0345349520,tail
1575665352,tail
1581822707,tail
0060805498,tail
0812521005,tail
0805072411,tail
0553251112,tail
8401323096,tail
0553259253,tail
8401464625,tail
8401377706,tail
8401376734,tail
8401374618,tail
0553296590,tail
8401351545,tail
8401327636,tail
8401324815,tail
8401013305,tail
0671899562,tail
1843094444,tail
0886778182,tail
0812543432,tail
0758205503,tail
0688088058,tail
0671000608,tail
0590408011,tail
0515123471,tail
0451450833,tail
0917657497,tail
0915361663,tail
0912308389,tail
0886776376,tail
0312257392,tail
0312015607,tail
0553211439,tail
0582534186,tail
1878067338,tail
1582402531,tail
1569310920,tail
1569310823,tail
0934678480,tail
0886774667,tail
0345413571,tail
0691050546,tail
0713639644,tail
0812580281,tail
0765342812,tail
0765341964,tail
0765341301,tail
0765301679,tail
0713651830,tail
0751510610,tail
0345378261,tail
0525936076,tail
0811731103,tail
0732259320,tail
0070920419,tail
039567171X,tail
0060113375,tail
0399147454,tail
0425134350,tail
0030155665,tail
0025386700,tail
0446530190,tail
1875847561,tail
073225857X,tail
0671866397,tail
0451129504,tail
0452011639,tail
0590557068,tail
0517101807,tail
038071177X,tail
0352330767,tail
0143000225,tail
0140257683,tail
0689825234,tail
0792273745,tail
0679763996,tail
0072509589,tail
0061052078,tail
0345320239,tail
0312890230,tail
0312872569,tail
031286583X,tail
0192862189,tail
0880880821,tail
0061056480,tail
006105481X,tail
0061053562,tail
3806822875,tail
034543076X,tail
3746619157,tail
3548256600,tail
3499228300,tail
3446188800,tail
3426622203,tail
3423704594,tail
1892941589,tail
1569802068,tail
1559501049,tail
0345334302,tail
0380001012,tail
0679746749,tail
0446602604,tail
0671698168,tail
0671653989,tail
067157812X,tail
0553579908,tail
0553579703,tail
0553572393,tail
0553373064,tail
0525937900,tail
0446677949,tail
081173112X,tail
0871562480,tail
0446340618,tail
0441820697,tail
0441652417,tail
0441478123,tail
0441359175,tail
0441006981,tail
0380767422,tail
0380707063,tail
0811731154,tail
0072398329,tail
0140511474,tail
0002191792,tail
0393043762,tail
0806502576,tail
0806502223,tail
0801978157,tail
0786883375,tail
0762407905,tail
0743201647,tail
068802968X,tail
067942086X,tail
0307240517,tail
0672317885,tail
0806503769,tail
0671700197,tail
0671687972,tail
0671684256,tail
0671448315,tail
0394414101,tail
0671007599,tail
0670162329,tail
0668041072,tail
0590339427,tail
080650272X,tail
0307136582,tail
0395175798,tail
0880883324,tail
1561385263,tail
0002199009,tail
0140350039,tail
089919057X,tail
0895773465,tail
0894800442,tail
0140620621,tail
0892873019,tail
0883651661,tail
0880387599,tail
0806504064,tail
0253208742,tail
0880387483,tail
0877495084,tail
0870446584,tail
0848706188,tail
0824601971,tail
0806904798,tail
0806504439,tail
0806504129,tail
0553275593,tail
0553201743,tail
0312117442,tail
039551424X,tail
0425173534,tail
0399142886,tail
039914059X,tail
0399139605,tail
0399138013,tail
0399136150,tail
0399134409,tail
0395904927,tail
0394746236,tail
0394543963,tail
0440108896,tail
0380018446,tail
0380004879,tail
037383246X,tail
0345332091,tail
0345314034,tail
0345290151,tail
0316955191,tail
0316113328,tail
0312991428,tail
0425176312,tail
0440119634,tail
0395183235,tail
0517142090,tail
055314717X,tail
0553142607,tail
0553121456,tail
0553107003,tail
0395199778,tail
0553025007,tail
0525933972,tail
051750118X,tail
0517225514,tail
0395240840,tail
0440198410,tail
0395258596,tail
0515118362,tail
0515107662,tail
0498010465,tail
0451400879,tail
0451125355,tail
039526619X,tail
0448117312,tail
0446611913,tail
8427207263,tail
8427207484,tail
0449300439,tail
8432042374,tail
0553572873,tail
0743412311,tail
0786710306,tail
0804105146,tail
052524655X,tail
0517556839,tail
0517546779,tail
0805208690,tail
0446610615,tail
0446607231,tail
0446383074,tail
0440215498,tail
0440211360,tail
0399527257,tail
0399145672,tail
0395655978,tail
0394530101,tail
0380814676,tail
0375758003,tail
0345340248,tail
0345292456,tail
0609607820,tail
0684196263,tail
0670852341,tail
0679753370,tail
0740704931,tail
0740704923,tail
0737000880,tail
0716733870,tail
0716731479,tail
0688129226,tail
0688077005,tail
0553562525,tail
0553567489,tail
0553572369,tail
0671501283,tail
0553580256,tail
0679456279,tail
0679435271,tail
0553582097,tail
0669272914,tail
0671782274,tail
0671737015,tail
0671559060,tail
0679411674,tail
0807508519,tail
0345285859,tail
0312850530,tail
0679721916,tail
1563056291,tail
1558749330,tail
1853260770,tail
0873514300,tail
1853261009,tail
075730138X,tail
0517202700,tail
0517163101,tail
0517163098,tail
067172701X,tail
0345331826,tail
0451519299,tail
0441478069,tail
1853261041,tail
1853261394,tail
0440151627,tail
0380007959,tail
0345273001,tail
0140183574,tail
2020564777,tail
0553403052,tail
0435124099,tail
0312282990,tail
0671737775,tail
0312242646,tail
0312154305,tail
0192833553,tail
013084313X,tail
0125184069,tail
0122635906,tail
0060934727,tail
0812531272,tail
0786889152,tail
0671631845,tail
0140313478,tail
0553228897,tail
0446607894,tail
0395534933,tail
0380896850,tail
0380872218,tail
0380702878,tail
0809246082,tail
0091802067,tail
0140183841,tail
0553560689,tail
0751506923,tail
0786888083,tail
0609605895,tail
0553270001,tail
0553277723,tail
0553277731,tail
0743467124,tail
0671795538,tail
0671742558,tail
0671737627,tail
0671670050,tail
0609805339,tail
055358619X,tail
0801829437,tail
0517701642,tail
0451407946,tail
0451208072,tail
0451206444,tail
0451167392,tail
055327774X,tail
0425173518,tail
0316278424,tail
0152045708,tail
0764228579,tail
0910146667,tail
0060987073,tail
0312270828,tail
0440505658,tail
0435989464,tail
0435910078,tail
0435909908,tail
0425182800,tail
0393093883,tail
0393040496,tail
0553185063,tail
0316688495,tail
0553185187,tail
1551663082,tail
0299094944,tail
014044100X,tail
0553258516,tail
0553269216,tail
0140433716,tail
0060974990,tail
1573222089,tail
1551668777,tail
1551667290,tail
0062516507,tail
0060577487,tail
0793502861,tail
055329184X,tail
0553285890,tail
0553244140,tail
0449229440,tail
0449215830,tail
0553286064,tail
0380005166,tail
006273329X,tail
0060136847,tail
1883013585,tail
1580621716,tail
0553284592,tail
1561705721,tail
155970019X,tail
1558605827,tail
1400060761,tail
0931064392,tail
0871135809,tail
0553296949,tail
0812584228,tail
0805029648,tail
0671725947,tail
0671737031,tail
0060542845,tail
0446612731,tail
0553280465,tail
030712939X,tail
014013431X,tail
0553281755,tail
0061092088,tail
0843947667,tail
067102406X,tail
0553283871,tail
0451410378,tail
0446610232,tail
0743455967,tail
0446607460,tail
0425115844,tail
0399148779,tail
0399144412,tail
0385499035,tail
0380978857,tail
0345452704,tail
0345423658,tail
0060196092,tail
2253145084,tail
0060913304,tail
2841139905,tail
8433923005,tail
843506011X,tail
0345365798,tail
8433969528,tail
843392365X,tail
8433923501,tail
8433923455,tail
8433923439,tail
8433923285,tail
8433923129,tail
843392091X,tail
8440465114,tail
8433920723,tail
8433920693,tail
0373291272,tail
0373292848,tail
843392060X,tail
8433920588,tail
843392057X,tail
0380707616,tail
843392043X,tail
0312982100,tail
8440641958,tail
8433920405,tail
8466602690,tail
847486108X,tail
8474861063,tail
8474861020,tail
8474861004,tail
8474444063,tail
8474324122,tail
8472239179,tail
8466609016,tail
8466605029,tail
0061040436,tail
844067581X,tail
0061057274,tail
0140074635,tail
8449424070,tail
8440694407,tail
8440681798,tail
8440676980,tail
0312968221,tail
0312978588,tail
0312978960,tail
8433920413,tail
8433920391,tail
8474861136,tail
8433912364,tail
8433914588,tail
8433914510,tail
843391443X,tail
0441009042,tail
8433914421,tail
843391278X,tail
8433912712,tail
8433912542,tail
0449213404,tail
8433000225,tail
0425158608,tail
8432211427,tail
8432068012,tail
843205593X,tail
8432055875,tail
8432053236,tail
8432047082,tail
8432047015,tail
8432046361,tail
8432043753,tail
0425179206,tail
8433920049,tail
8433920383,tail
8433920162,tail
8433920375,tail
8433920340,tail
8433920308,tail
8433920294,tail
8433920251,tail
8433920219,tail
8433920200,tail
0380767600,tail
8433920170,tail
843392012X,tail
0425119920,tail
8433920111,tail
8433920103,tail
843392009X,tail
8433920081,tail
8433920073,tail
0380805332,tail
0380810158,tail
0380816059,tail
8433920065,tail
8474861098,tail
8474861152,tail
3257214367,tail
0671459724,tail
0812557859,tail
0020864906,tail
0061014591,tail
0809015862,tail
0716733897,tail
0684181320,tail
0679754881,tail
0312962452,tail
0312989474,tail
0609806599,tail
0886774594,tail
0553151827,tail
0449212696,tail
0449212645,tail
0312989695,tail
0446315176,tail
0440209986,tail
0425043789,tail
0393311546,tail
0345315251,tail
0812971426,tail
089480698X,tail
0374226075,tail
0711991987,tail
0020199201,tail
3423108398,tail
3423129158,tail
3442437792,tail
1566194431,tail
1560251344,tail
3499101505,tail
0946719632,tail
088419793X,tail
3548256023,tail
0933469209,tail
0679435328,tail
0571199305,tail
0517572141,tail
0385311575,tail
3548603254,tail
0316273929,tail
1573440736,tail
1563055066,tail
1400034639,tail
0380797992,tail
0345327594,tail
8474861284,tail
0446604232,tail
0883639351,tail
0553265520,tail
0553571737,tail
0684837986,tail
0553576046,tail
0553582712,tail
0878351310,tail
0515114006,tail
0451110951,tail
0373483554,tail
0440225108,tail
8478887121,tail
8478886680,tail
8478808353,tail
8478807179,tail
8478760733,tail
8478444424,tail
0879759402,tail
8477357862,tail
8474861306,tail
0140292756,tail
0141314575,tail
0345435796,tail
8425333296,tail
0316125407,tail
0312147422,tail
0380542544,tail
0142500372,tail
0140088199,tail
0060959444,tail
8478885218,tail
8466302263,tail
8433910892,tail
8401492521,tail
0425070069,tail
8401490693,tail
8401472660,tail
8401418844,tail
3883890391,tail
1853261580,tail
0743417178,tail
0451410149,tail
0425055337,tail
038081076X,tail
0684852713,tail
0688213685,tail
0064432548,tail
0425084574,tail
0304338095,tail
0295956453,tail
0201550881,tail
0671899007,tail
0192820052,tail
0673363287,tail
0152781617,tail
067943335X,tail
0140255087,tail
0679439382,tail
0140132465,tail
0140094210,tail
0137973322,tail
0131221922,tail
0062500317,tail
0061093491,tail
0061091561,tail
0061042935,tail
0679456945,tail
0060976756,tail
067972477X,tail
0312261950,tail
0312263899,tail
0312965338,tail
0671662694,tail
0590445103,tail
0393019217,tail
0590697692,tail
0590939882,tail
0606156984,tail
0609610031,tail
0385483376,tail
0385480482,tail
067166249X,tail
0385265573,tail
0316140635,tail
0385265263,tail
0375705457,tail
0374192030,tail
0373261306,tail
0345434498,tail
0671795899,tail
0345412885,tail
0345412699,tail
0316558400,tail
0679741666,tail
0060972378,tail
0679767223,tail
0451149602,tail
0671697986,tail
0671697862,tail
0671578413,tail
0590554093,tail
0590484753,tail
055311073X,tail
0517148102,tail
0515126098,tail
051509160X,tail
0449501744,tail
0671878700,tail
0449222616,tail
0449222608,tail
0449221563,tail
0449217639,tail
0449216322,tail
0449213439,tail
0446608424,tail
0684815095,tail
0441007201,tail
0671876775,tail
0679801111,tail
0060926538,tail
0816752087,tail
0060666838,tail
0060645741,tail
0060642327,tail
0060536683,tail
0060391553,tail
0060165588,tail
006016445X,tail
0060084456,tail
0821769278,tail
0770105645,tail
067980112X,tail
0688142877,tail
0684843420,tail
0679767398,tail
0679767789,tail
0679882901,tail
0679767924,tail
0679882030,tail
0679886370,tail
067988288X,tail
0393302504,tail
0393313654,tail
0393323145,tail
0804111758,tail
0811831884,tail
0451527402,tail
0809001365,tail
0806517972,tail
0805005889,tail
0805003258,tail
0804818177,tail
0804117934,tail
0804115621,tail
0786889535,tail
0816504059,tail
0764552996,tail
074560448X,tail
0743219619,tail
0516016482,tail
0743219600,tail
0525470476,tail
0743203178,tail
073820675X,tail
0738200115,tail
0812564669,tail
0821405756,tail
0691017700,tail
0880890312,tail
0960723668,tail
0440732964,tail
0932592198,tail
0898861098,tail
0446530743,tail
0446671916,tail
0892812095,tail
0890099243,tail
0883656167,tail
0451205448,tail
0824802713,tail
0877013055,tail
0874831938,tail
0870447238,tail
0843106743,tail
0836218310,tail
0836217632,tail
0451524616,tail
0836213076,tail
0824807863,tail
0691019649,tail
0553109049,tail
0394531035,tail
0590401289,tail
0590031236,tail
0451194039,tail
059030724X,tail
0590360809,tail
0451186346,tail
0590373323,tail
0449216861,tail
0449147606,tail
0446608165,tail
0446403512,tail
0553286447,tail
0590408003,tail
0446401617,tail
0445408510,tail
0440209862,tail
0440187923,tail
0425176681,tail
0399518576,tail
0395353688,tail
0394539710,tail
055350259X,tail
0458929700,tail
0688163513,tail
0674463676,tail
0688151272,tail
0688149553,tail
0684813025,tail
0684717255,tail
0679772685,tail
0679740392,tail
067973001X,tail
0679723188,tail
0679437223,tail
0671617044,tail
0465072690,tail
0670816671,tail
0618127240,tail
0553237683,tail
0553204548,tail
0553231081,tail
0553097172,tail
0553071289,tail
0521413230,tail
0515129232,tail
0440202477,tail
0399221182,tail
0688213693,tail
0395906954,tail
0373765592,tail
0373765517,tail
0373765428,tail
0698113608,tail
0373765401,tail
0373765282,tail
0373765223,tail
0373765118,tail
0743200608,tail
0373764758,tail
0373764634,tail
037376457X,tail
0373763557,tail
0373763298,tail
0373691327,tail
0373691211,tail
0373441711,tail
0373441479,tail
0373293046,tail
0373292988,tail
0373272693,tail
0373765649,tail
0373765789,tail
0373790376,tail
0380776847,tail
0515114030,tail
0505525364,tail
0505523493,tail
0505521822,tail
0425176428,tail
0385334621,tail
0380820560,tail
0380820552,tail
0380801027,tail
0380776839,tail
0373790481,tail
0373836015,tail
0373835760,tail
0694012513,tail
0373834918,tail
0373791356,tail
0373791313,tail
0373791232,tail
0373791151,tail
0373790651,tail
0743203046,tail
0373259964,tail
0373259883,tail
0871061899,tail
1569472025,tail
1558535527,tail
0967378508,tail
0964374099,tail
0894808850,tail
0880881305,tail
0877018103,tail
0871068109,tail
0765303884,tail
0816725594,tail
1573227226,tail
0815410255,tail
0812968182,tail
0805421300,tail
0804108730,tail
0786884371,tail
0786864087,tail
0743221818,tail
0688176933,tail
0684869039,tail
1573226491,tail
1573228192,tail
0373245327,tail
0743228022,tail
0373227450,tail
0743211235,tail
0373226845,tail
0373222882,tail
0373218370,tail
037319711X,tail
0373197071,tail
0373196806,tail
0743225953,tail
0373195303,tail
1582430772,tail
0373195249,tail
0373195184,tail
0345440412,tail
0345440390,tail
0743257480,tail
0312978952,tail
0743430344,tail
0061083917,tail
1882321073,tail
0515131105,tail
0690628854,tail
0515132276,tail
0689714866,tail
0800781597,tail
0688104797,tail
0786842547,tail
0771091044,tail
0770420451,tail
0679729577,tail
0440404851,tail
014050172X,tail
9681501233,tail
9681501225,tail
0800871863,tail
9681500954,tail
8495971739,tail
8483105373,tail
8478885757,tail
8472454665,tail
0689812361,tail
847223682X,tail
8433961861,tail
8408047981,tail
0684843269,tail
0802812201,tail
8401479436,tail
0312873360,tail
0385314574,tail
0385302444,tail
0380978512,tail
0380769549,tail
0684833638,tail
0373825013,tail
0345434676,tail
0316314641,tail
0312913656,tail
014130975X,tail
0802812503,tail
014037129X,tail
0061080160,tail
0060526203,tail
0001714600,tail
1887178740,tail
1556617275,tail
0968153038,tail
0898154278,tail
0887841511,tail
8402083129,tail
0767903390,tail
0515136298,tail
0690047371,tail
0821227718,tail
0804107904,tail
0778320294,tail
0757001025,tail
0689817215,tail
074322454X,tail
0671676385,tail
0689839898,tail
0671676369,tail
0671568833,tail
0821768034,tail
0671508229,tail
0671447483,tail
0671019708,tail
0671010085,tail
0609607235,tail
0553802747,tail
0553526375,tail
0553295349,tail
0525946500,tail
0821767151,tail
082176831X,tail
1574861727,tail
0843949546,tail
1569030022,tail
1557737991,tail
1551668769,tail
1551666308,tail
1551664291,tail
0967027306,tail
0843950730,tail
0843950307,tail
0843950293,tail
0843949430,tail
0821768395,tail
0843948175,tail
0843947632,tail
0843947160,tail
0843946938,tail
0843946687,tail
0843946245,tail
0843946172,tail
082177512X,tail
0821772759,tail
0972393617,tail
1400032237,tail
1400060400,tail
1558534202,tail
0679736875,tail
0671749609,tail
0670032808,tail
0553381636,tail
0141308192,tail
0142437611,tail
0452284554,tail
0152013679,tail
0152020799,tail
0385512147,tail
034539044X,tail
0312186266,tail
0822010933,tail
0816708509,tail
0688139884,tail
0448110008,tail
0440220874,tail
039914062X,tail
0345335287,tail
0062733117,tail
0152336796,tail
0141303913,tail
0679762698,tail
0684830302,tail
076071200X,tail
0140622144,tail
0141303786,tail
0141303808,tail
0140430296,tail
0141303816,tail
0060938374,tail
8525405825,tail
1853260568,tail
0788789821,tail
0743527070,tail
0754010228,tail
0141303824,tail
0582417775,tail
0517707594,tail
0380017962,tail
0375724842,tail
0192835106,tail
0140046569,tail
0099993805,tail
0807614300,tail
0449224422,tail
0425166171,tail
0789423936,tail
0316741671,tail
0446403342,tail
0440237416,tail
0440227704,tail
0345433173,tail
0155034731,tail
006019538X,tail
0814471188,tail
0525944591,tail
0471207942,tail
0345345886,tail
0451176820,tail
0399144307,tail
0062736868,tail
0688156134,tail
0553803328,tail
0345365704,tail
0553801279,tail
0446604534,tail
0345386256,tail
0345418905,tail
0316367893,tail
0793518326,tail
0688106889,tail
0312203764,tail
0688105548,tail
0152567089,tail
0156001888,tail
015601386X,tail
0156029723,tail
0679452028,tail
0590469339,tail
0312181140,tail
0525938028,tail
0312278284,tail
0805019855,tail
031231616X,tail
0316236446,tail
0312119062,tail
